zip,total_delta,appraisal_2017,delta_16_17,appraisal_2016,delta_15_16,appraisal_2015,delta_14_15,appraisal_2014,delta_13_14,appraisal_2013
78702,113.22063235416371,448190.6125760649,22.530948082528592,400830.4705882353,14.629898010474863,349673.5821501014,15.156875714624091,303649.76470588235,44.45727560568469,210200.39553752536
78704,87.13315199407647,428413.83501006034,21.80786199490419,378487.9416498994,8.821018716056363,347807.754527163,11.240589428652942,312662.6317907445,36.57248906630522,228935.29577464788
78731,30.78607259653182,789825.170682731,2.6420341844372084,773869.7630522088,8.410271844084916,713834.3534136546,4.377315677623694,683897.9799196788,13.245733575545838,603906.1767068274
78746,45.895561943875755,869811.4092741936,4.6935203591161665,841829.2177419355,8.220456652027265,777883.6310483871,9.314218853848152,711603.3387096775,19.35894134662827,596187.7096774194
78751,42.7894343138339,545357.898989899,6.744379500823021,519598.98585858586,10.714363135176272,469314.8848484848,12.6455583582498,416629.7292929293,9.084921066055738,381931.5494949495
