,propid,zip,appraisal_2017,appraisal_2016,appraisal_2015,appraisal_2014,appraisal_2013
490,14509100000000.0,78702,820775,699208,574382,456196,187064
491,3424010000000.0,78702,612715,628899,510000,492445,341410
492,4150230000000.0,78702,666059,644885,488718,443354,276889
493,16723100000000.0,78704,301065,290829,267000,243605,169290
494,21630700000000.0,78704,535475,563652,485291,152000,80000
495,16635700000000.0,78704,268000,238963,237920,203086,190485
496,16723100000000.0,78704,262000,237240,216900,176864,115750
497,2659860000000.0,78704,252300,234636,213000,184939,108525
498,14417500000000.0,78704,817488,810510,604513,430567,334961
499,16723100000000.0,78704,265633,222092,208719,192292,106724
500,1020800000000.0,78704,294134,249902,236215,221626,185399
501,1159040000000.0,78704,342370,346983,322508,239496,154830
502,1020790000000.0,78704,435152,407369,381980,326991,235178
503,16635700000000.0,78704,265235,238814,284261,250358,169429
504,16635700000000.0,78704,280094,238660,226075,204182,114906
505,16635700000000.0,78704,1199831,969584,888331,851164,232331
506,5290750000000.0,78704,312254,266318,252460,227767,341426
507,4195730000000.0,78704,786149,797242,764316,601717,631931
508,4778260000000.0,78704,384543,349144,271398,299566,208781
509,14451400000000.0,78704,332282,291777,285488,256628,218595
510,14292900000000.0,78704,710645,718811,680876,541484,515847
511,4458110000000.0,78704,302500,223645,223645,222789,99167
512,3571180000000.0,78704,419642,341155,275358,228314,153016
513,16603400000000.0,78704,301599,280530,271984,237235,151392
514,4175160000000.0,78704,321222,279637,254489,234608,141223
515,16603400000000.0,78704,1411291,1132210,1022786,990701,481213
516,16603400000000.0,78704,628003,535315,499433,426802,299352
517,2496630000000.0,78704,620620,638390,609766,485699,372790
518,16603400000000.0,78704,448028,415357,412775,341652,271267
519,3600560000000.0,78704,656452,634183,600028,496801,314118
520,5080400000000.0,78704,402951,351109,338091,307453,168947
521,16603400000000.0,78704,406658,373420,392757,332830,264658
522,1021690000000.0,78704,433236,391248,364672,326335,273371
523,4761390000000.0,78704,493248,438177,403547,367417,229260
524,4764270000000.0,78704,341367,308495,290976,256162,138522
525,5423620000000.0,78704,293200,282000,244504,230142,216016
526,4198840000000.0,78704,320381,285339,277298,241010,203300
527,5423620000000.0,78704,322242,284232,276076,240141,183776
528,3549470000000.0,78704,277200,262000,271854,237142,180324
529,263014000000.0,78704,318430,280047,271448,236854,180012
530,3550610000000.0,78704,303800,324036,301264,259312,209203
531,452542000000.0,78704,485468,466753,437619,357179,297753
532,5423620000000.0,78704,330968,290335,280913,253378,181631
533,4776080000000.0,78704,464757,368226,359490,337917,318928
534,4175380000000.0,78704,329684,288926,279355,252272,213195
535,15409200000000.0,78704,297277,291000,268000,272192,230430
536,5223090000000.0,78704,365218,257680,273314,247981,204949
537,16603400000000.0,78704,379713,343842,340069,295402,223751
538,5423620000000.0,78704,317609,286208,253516,241692,184061
539,16603400000000.0,78704,327948,295132,291248,255322,143386
540,16722900000000.0,78704,484046,406275,392082,355566,173393
541,16603400000000.0,78704,755931,588383,572419,334314,172728
542,263013000000.0,78704,371784,338613,321028,272075,218195
543,1021690000000.0,78704,421979,363307,331949,336346,266048
544,16722900000000.0,78704,342478,302970,294885,263304,222968
545,16722900000000.0,78704,357482,319440,313088,276235,208381
546,4783250000000.0,78704,323966,282649,273669,254023,182525
547,5078710000000.0,78704,327793,306167,298416,265813,193380
548,16722900000000.0,78704,338367,301932,293261,252350,191422
549,16722900000000.0,78704,300992,260905,252670,223514,169162
550,4194980000000.0,78704,479054,421616,365799,340265,224123
551,263013000000.0,78704,614514,632306,597530,242809,216533
552,5165870000000.0,78704,638823,265760,263207,231000,172775
553,16603400000000.0,78704,348688,301837,293113,268274,183773
554,16722900000000.0,78704,342997,307014,301260,258032,231179
555,16603400000000.0,78704,277213,283775,251977,213181,214988
556,16722900000000.0,78704,325138,287408,279591,242639,186241
557,16603400000000.0,78704,371810,338642,336224,282870,228051
558,1021690000000.0,78704,334892,298117,291422,251043,196711
559,16722900000000.0,78704,441619,393555,385014,340786,174886
560,16603400000000.0,78704,454864,408251,401001,352410,190987
561,16603400000000.0,78704,384944,331342,317533,292849,176245
562,4776430000000.0,78704,352287,319015,296334,255769,182449
563,526051000000.0,78704,335945,299273,290200,250175,222124
564,16603400000000.0,78704,401328,349327,336119,306052,259828
565,3370500000000.0,78704,396489,344015,330246,301880,258583
566,3550290000000.0,78704,403900,379795,339407,346756,181450
567,263013000000.0,78704,444879,392790,378709,329558,212225
568,3550090000000.0,78704,373925,319246,305366,284205,170520
569,4166730000000.0,78704,326206,288583,280885,215997,204941
570,16722900000000.0,78704,660000,717446,679933,240045,182969
571,16603400000000.0,78704,342849,329654,317153,292578,181600
572,16603400000000.0,78704,369750,314664,276949,264019,150460
573,263014000000.0,78704,320983,396559,335636,268659,171542
574,3567720000000.0,78704,302580,290279,264512,261832,206561
575,16722900000000.0,78704,317477,326446,319699,271131,218439
576,16603400000000.0,78704,411204,360168,348100,314563,202106
577,3570270000000.0,78704,332500,287771,246286,215870,218004
578,4777300000000.0,78704,324316,286508,278596,241931,217053
579,16722900000000.0,78704,322373,284375,276233,240253,183232
580,16603400000000.0,78704,529901,564274,588102,421553,179787
581,16722900000000.0,78704,368288,334776,321414,278616,228071
582,16722900000000.0,78704,220000,239511,235164,211079,172221
583,526051000000.0,78704,366431,332738,315064,267838,212850
584,4777300000000.0,78704,350730,315502,307821,262692,206551
585,16490300000000.0,78704,340102,289938,243759,234746,238119
586,16722900000000.0,78704,409288,347368,296748,135000,181077
587,2789630000000.0,78704,565246,519338,481374,440728,331704
588,16722900000000.0,78704,321957,283918,275730,239896,182781
589,16722900000000.0,78704,414859,315000,394034,334942,186632
590,3562890000000.0,78704,385054,330642,348901,268830,142456
591,5052120000000.0,78704,715011,615482,614785,559313,252917
592,16722900000000.0,78704,340584,304365,298334,255953,202479
593,16603400000000.0,78704,442968,395035,383322,339584,226926
594,4458590000000.0,78704,349359,313997,306187,261532,233359
595,3552060000000.0,78704,385882,329846,301510,298229,184463
596,3556860000000.0,78704,506528,456118,449411,420535,240826
597,1021690000000.0,78704,404100,362500,322765,310037,196527
598,4167720000000.0,78704,345774,310062,301915,258497,200512
599,16603400000000.0,78704,383432,329681,317182,292599,177952
600,2789630000000.0,78704,369042,318230,306888,273035,178340
601,16603400000000.0,78704,417184,358045,343954,345620,253856
602,14804500000000.0,78704,441075,392957,381063,337980,284591
603,16603400000000.0,78704,434860,386102,373617,332690,218324
604,1336420000000.0,78704,406600,411384,363000,362205,305031
605,16603400000000.0,78704,396033,343515,329692,301486,145809
606,15203100000000.0,78704,724980,688490,436000,349733,140419
607,16603400000000.0,78704,349790,343270,317098,265828,138805
608,4191670000000.0,78704,434386,376928,359309,356529,147637
609,4781330000000.0,78704,468619,423192,350798,338067,208079
610,16603400000000.0,78704,425074,400607,405531,332188,220163
611,16603400000000.0,78704,689002,717752,353825,397382,239298
612,16722900000000.0,78704,364000,334112,299186,274565,241000
613,16722900000000.0,78704,395000,362000,330609,322732,301600
614,16635600000000.0,78704,443112,372445,323710,405365,243260
615,16635600000000.0,78704,510446,443389,312874,386168,263998
616,16603400000000.0,78704,433960,385147,374036,332988,218046
617,20669500000000.0,78704,389007,383263,338121,295947,271341
618,14838400000000.0,78704,421336,384462,372581,322180,227284
619,20669500000000.0,78704,355574,299238,267053,240933,178749
620,16635600000000.0,78704,356800,372848,331000,202670,179881
621,4181220000000.0,78704,343818,289095,252209,236479,167465
622,3551850000000.0,78704,500910,422763,416166,369939,259866
623,3551890000000.0,78704,340338,286137,248575,233528,170741
624,20669500000000.0,78704,340222,286189,236801,217542,163878
625,14639700000000.0,78704,394001,341284,327229,299736,185628
626,263014000000.0,78704,452931,410315,354835,307096,188678
627,1021690000000.0,78704,374161,323849,310337,275485,250216
628,16603400000000.0,78704,567646,486289,466453,418028,422370
629,16722900000000.0,78704,352000,325063,291125,280999,147385
630,4450630000000.0,78704,413268,358091,338826,301226,143546
631,16603400000000.0,78704,392356,343822,332418,291171,266754
632,16603400000000.0,78704,390905,342229,330656,289919,261003
633,3416100000000.0,78704,385000,301000,266000,266000,175000
634,16722900000000.0,78704,411587,360588,345913,280933,152678
635,16722900000000.0,78704,442027,389659,378323,312841,278625
636,16722900000000.0,78704,434612,385863,376509,318441,174600
637,3568310000000.0,78704,722838,619724,586014,526349,237220
638,858955000000.0,78704,437110,379919,365171,333455,317050
639,16635600000000.0,78704,400374,336418,285835,288999,214235
640,16603400000000.0,78704,312575,273620,264342,231806,193261
641,481246000000.0,78704,371403,338195,335730,258519,235962
642,16722900000000.0,78704,616947,546921,462656,449307,241841
643,3567620000000.0,78704,488000,429512,376592,370303,273284
644,16603400000000.0,78704,591975,497793,466871,427955,190029
645,16603400000000.0,78704,424214,361419,342331,337719,168332
646,16603400000000.0,78704,420793,362007,345368,346625,186415
647,5136720000000.0,78704,297621,246031,213097,204714,168346
648,2789620000000.0,78704,343862,288983,265391,241987,190081
649,2519840000000.0,78704,448633,392567,342135,317726,181959
650,4772800000000.0,78704,470952,417645,373565,361271,266670
651,16520100000000.0,78704,405140,340169,280636,370382,205497
652,2789630000000.0,78704,484231,435775,395976,367178,250593
653,16603400000000.0,78704,506184,464427,428180,371451,260436
654,16635600000000.0,78704,579148,492762,425436,466941,286905
655,4147390000000.0,78704,349918,320964,289762,255393,227530
656,16635600000000.0,78704,431570,362935,331081,325746,259302
657,16635600000000.0,78704,351394,295385,255033,233575,182259
658,16603400000000.0,78704,469671,363035,356216,350000,285130
659,16603400000000.0,78704,408101,361105,355437,307524,212222
660,16603400000000.0,78704,411255,360224,348166,314609,201601
661,16603400000000.0,78704,436703,379472,368220,362858,202202
662,16603400000000.0,78704,494092,438124,427131,397960,296179
663,16520100000000.0,78704,302984,236030,213740,205236,148600
664,16603400000000.0,78704,432237,387599,380810,325548,232058
665,3448810000000.0,78704,290493,275744,266688,233472,211629
666,4758840000000.0,78704,397084,334372,284707,262871,217944
667,16603400000000.0,78704,342143,302601,294312,262897,213995
668,16635600000000.0,78704,750950,610682,607826,541844,246847
669,16635600000000.0,78704,728917,670000,657586,606250,342122
670,16545600000000.0,78704,360434,308781,293677,263650,242630
671,16635600000000.0,78704,1152134,946904,895123,828475,302864
672,3002240000000.0,78704,311859,277111,254283,229603,201780
673,16635600000000.0,78704,494249,421240,340271,418379,269363
674,16545600000000.0,78704,367561,316604,302329,269797,247720
675,16545600000000.0,78704,390007,341243,329565,289145,211294
676,16722800000000.0,78704,357553,295080,278304,226229,193845
677,16635600000000.0,78704,516440,449412,320271,392176,247736
678,2789620000000.0,78704,487000,434416,370000,384470,314798
679,16722800000000.0,78704,591142,501998,459897,495459,277307
680,16635600000000.0,78704,364187,312465,273916,247598,209500
681,16635600000000.0,78704,388723,339834,328008,288038,211356
682,16635600000000.0,78704,396415,368784,337342,296062,217150
683,3568040000000.0,78704,353999,332708,322854,251000,189174
684,733549000000.0,78704,279602,372570,313535,258726,215015
685,16635600000000.0,78704,355418,298805,259236,236988,181174
686,16635600000000.0,78704,467356,393053,345604,423146,204314
687,3547560000000.0,78704,496618,449583,414340,358201,335328
688,16603400000000.0,78704,341584,317061,291013,271000,169628
689,15246400000000.0,78704,653449,648318,565527,469020,353011
690,482533000000.0,78704,366498,315437,301039,268880,197054
691,16635600000000.0,78704,378314,341439,336933,286125,228523
692,14254300000000.0,78704,385582,336386,324194,285329,209141
693,14254300000000.0,78704,412382,365804,353752,306327,221187
694,16603400000000.0,78704,313644,290271,278220,281005,167465
695,5423470000000.0,78704,625000,625000,190000,269196,197671
696,16722800000000.0,78704,438166,367941,307688,381957,220035
697,5086290000000.0,78704,338670,297921,288826,225416,216453
698,3551500000000.0,78704,326948,328920,315942,279467,195008
699,16722800000000.0,78704,320704,269598,235709,215477,190751
700,16545600000000.0,78704,529455,518851,479737,391097,417378
701,1093230000000.0,78704,378000,366184,312597,396339,237259
702,16635600000000.0,78704,331455,217674,206536,227745,148714
703,16545600000000.0,78704,369285,318497,271133,228636,169367
704,1021690000000.0,78704,393896,345512,331721,290676,210602
705,16635600000000.0,78704,374796,324546,311108,276033,203137
706,4758780000000.0,78704,363227,311847,297066,266058,244226
707,4442790000000.0,78704,332864,321554,287305,263545,208703
708,16545600000000.0,78704,374613,324346,310886,275875,201497
709,16546500000000.0,78704,377418,327425,314286,278291,201791
710,2789630000000.0,78704,571726,530698,421983,453528,244771
711,16545600000000.0,78704,379019,329182,316230,279671,205499
712,5423470000000.0,78704,305525,261538,250713,215125,181579
713,5423470000000.0,78704,370551,332916,327514,279433,277876
714,4466060000000.0,78704,321153,309923,279866,281129,203713
715,4761930000000.0,78704,355059,309520,294491,264229,194564
716,482533000000.0,78704,448245,436663,363526,360610,267639
717,452541000000.0,78704,452731,418226,384714,330166,286234
718,4765250000000.0,78704,479982,521980,420828,415480,346431
719,16635600000000.0,78704,689900,404279,193224,193224,93224
720,1021690000000.0,78704,486528,469767,381492,352629,385588
721,16545600000000.0,78704,390783,342095,330506,289813,211671
722,16635600000000.0,78704,699999,407404,195633,194001,93078
723,16635600000000.0,78704,382438,321322,272189,251115,155201
724,3447320000000.0,78704,295000,318887,264129,254072,145202
725,4466960000000.0,78704,340000,319000,295500,245808,220649
726,1093230000000.0,78704,435528,361323,318545,298266,176430
727,14254300000000.0,78704,503441,452886,445583,418082,345964
728,3546080000000.0,78704,405176,349219,347973,302221,219225
729,14254300000000.0,78704,371420,320841,307010,273122,200353
730,1336420000000.0,78704,407284,360208,350531,304039,219875
731,16635600000000.0,78704,336900,283215,247664,232788,151048
732,16722800000000.0,78704,571172,481296,455916,512737,340051
733,16545600000000.0,78704,531868,496964,439374,367151,335440
734,14254300000000.0,78704,432530,370547,352425,344890,241449
735,16635600000000.0,78704,393247,344800,335092,269964,213689
736,16546500000000.0,78704,375718,325558,312228,250201,201872
737,16635600000000.0,78704,439540,370459,287452,265102,180308
738,4174100000000.0,78704,329405,314000,288741,275046,201942
739,3566770000000.0,78704,417454,351686,329104,298929,229496
740,16722800000000.0,78704,437512,367685,314440,397835,202389
741,5070350000000.0,78704,286329,258540,224764,206588,140720
742,16635600000000.0,78704,358946,307148,295942,265260,243880
743,5066970000000.0,78704,598206,535931,510915,467048,358296
744,1335860000000.0,78704,345448,336000,301493,250273,191545
745,16635600000000.0,78704,421884,376235,368249,316625,227942
746,3446580000000.0,78704,359847,341508,296988,271255,171455
747,3388580000000.0,78704,553371,519525,462901,415691,354269
748,16635600000000.0,78704,378760,318196,268352,247999,152003
749,16635600000000.0,78704,326369,305249,263283,272086,199875
750,16635600000000.0,78704,325606,273765,238278,217563,195528
751,4461620000000.0,78704,459962,387030,346785,321201,226513
752,15331700000000.0,78704,417471,373345,345459,301764,265323
753,16635600000000.0,78704,412482,388043,379500,346183,305036
754,16517100000000.0,78704,378750,294345,263562,237957,171359
755,16517100000000.0,78704,476112,400495,354750,430574,225969
756,788459000000.0,78704,507176,488990,450000,378343,352205
757,16517100000000.0,78704,493838,415562,373661,445932,232706
758,3387800000000.0,78704,604889,576724,475962,409759,342466
759,1021690000000.0,78704,387583,396494,374124,320798,285459
760,4787640000000.0,78704,432520,363705,318129,297928,253965
761,16635600000000.0,78704,308296,296880,266673,240624,174660
762,4179910000000.0,78704,470595,462738,454872,381101,262554
763,3554020000000.0,78704,365137,362599,350271,303854,271578
764,3556110000000.0,78704,457783,401607,384558,376696,271324
765,4784370000000.0,78704,352233,303354,274626,247083,216910
766,3567480000000.0,78704,367556,316599,302322,241291,217730
767,3414810000000.0,78704,650859,610208,585308,470840,422396
768,16603400000000.0,78704,382782,320283,299240,313856,240677
769,3416490000000.0,78704,554819,516930,484325,406937,388583
770,4780420000000.0,78704,277076,217279,192183,191551,158419
771,15091400000000.0,78704,421309,411781,353775,328696,159894
772,2789620000000.0,78704,296419,255505,253216,247373,207183
773,4176040000000.0,78704,350930,325521,271221,259831,149319
774,16603400000000.0,78704,580820,445000,462898,425133,303902
775,16546500000000.0,78704,385596,336402,324209,285339,206387
776,16545600000000.0,78704,468304,481884,493432,407979,377103
777,16635600000000.0,78704,365863,287650,256868,238285,165106
778,16635600000000.0,78704,343284,288791,256738,232555,164896
779,3565290000000.0,78704,824744,715040,622117,621221,521377
780,1093230000000.0,78704,513298,434316,232335,210449,173078
781,4786550000000.0,78704,438530,396752,368440,318288,288200
782,3569010000000.0,78704,416072,378385,349164,313842,229976
783,2789630000000.0,78704,522278,492470,458736,382958,355669
784,16635600000000.0,78704,327955,275808,242321,226471,157138
785,16635600000000.0,78704,399882,335962,284050,270251,232107
786,16546500000000.0,78704,371224,320625,306765,272948,200787
787,16546500000000.0,78704,363632,320161,269689,239639,200031
788,16635600000000.0,78704,400000,330770,271541,253594,190738
789,5083880000000.0,78704,333295,293352,265174,243360,175736
790,16546500000000.0,78704,366561,315506,301112,268932,198371
791,3375110000000.0,78704,415449,369171,360439,311077,224257
792,15059100000000.0,78704,365760,359832,328185,313509,239554
793,5063100000000.0,78704,370123,335403,320745,283769,254000
794,5160480000000.0,78704,351146,295474,237400,216850,182740
795,4165920000000.0,78704,373379,341343,331227,290325,211298
796,1159050000000.0,78704,354384,299941,277185,253942,242959
797,3547370000000.0,78704,449723,436081,311451,401378,251217
798,1298170000000.0,78704,288336,280859,238493,213457,194080
799,16545600000000.0,78704,383336,333920,321467,283392,207039
800,16721100000000.0,78704,399270,338522,328266,273236,231175
801,3418250000000.0,78704,438122,412626,384401,321730,260503
802,15059800000000.0,78704,294213,290327,214900,214900,110408
803,14254300000000.0,78704,555670,486088,450433,410888,307908
804,16721100000000.0,78704,409478,347848,342915,283363,240828
805,3547410000000.0,78704,419128,366596,297579,384142,223402
806,3418230000000.0,78704,437048,411421,383232,320890,258310
807,16721100000000.0,78704,458122,392285,391054,316642,257686
808,16635100000000.0,78704,400201,339372,329605,274162,228925
809,4773700000000.0,78704,440000,456940,424597,358637,263886
810,16721100000000.0,78704,419885,357354,357842,293682,247691
811,16546500000000.0,78704,452588,409938,387759,330485,235397
812,16721100000000.0,78704,434527,375564,386431,308742,245175
813,4772850000000.0,78704,497365,462335,432541,322239,242272
814,3569620000000.0,78704,337032,312990,280981,258361,206986
815,16635100000000.0,78704,425292,362294,370818,302653,254637
816,3566950000000.0,78704,392355,360402,354123,311449,261252
817,60782048453.0,78704,406900,393463,381133,321045,260195
818,16635600000000.0,78704,323026,280748,269841,238464,195487
819,16545600000000.0,78704,386984,360411,346156,340067,300711
820,16635600000000.0,78704,359484,307738,292524,262831,190486
821,16722800000000.0,78704,345000,306012,275227,233505,196126
822,3413140000000.0,78704,499585,479681,462050,387553,339888
823,15031800000000.0,78704,675700,649273,643103,515231,230770
824,482577000000.0,78704,412586,399691,360000,327450,258917
825,16635600000000.0,78704,386020,324930,295005,249137,184738
826,3416390000000.0,78704,437185,440361,386000,350217,333324
827,16635600000000.0,78704,455749,400379,387786,376758,280424
828,5070070000000.0,78704,415964,369737,361067,311523,224055
829,16722800000000.0,78704,383450,321733,259897,353538,190818
830,2519840000000.0,78704,416369,392753,375673,329841,284441
831,451718000000.0,78704,418243,401484,353676,317010,257143
832,526051000000.0,78704,461573,421538,388382,348391,259272
833,16722800000000.0,78704,669280,563263,508142,577773,410672
834,16635600000000.0,78704,419858,360981,344232,345818,252801
835,16546500000000.0,78704,386546,337444,328648,288493,210307
836,16635600000000.0,78704,585149,490300,458589,422071,219353
837,16635600000000.0,78704,369606,318849,304805,271556,211029
838,2789630000000.0,78704,424596,370525,357166,314255,222309
839,16635600000000.0,78704,523672,440621,394239,452249,366925
840,4456840000000.0,78704,414252,367857,325596,310045,277719
841,1159040000000.0,78704,458000,444044,386000,408076,248218
842,3547400000000.0,78704,605372,511584,472715,527431,326477
843,16635600000000.0,78704,366945,315928,304284,271185,199118
844,16635600000000.0,78704,389579,340774,330590,289873,210350
845,16635600000000.0,78704,374055,323732,310207,275393,212676
846,16635600000000.0,78704,354572,315377,308123,265659,221037
847,16635600000000.0,78704,389181,340336,328564,288433,261244
848,16635100000000.0,78704,471342,385313,431660,334959,281260
849,16722800000000.0,78704,419497,395590,329621,445780,249878
850,3565980000000.0,78704,422895,360104,358380,294054,231819
851,16722800000000.0,78704,449074,377513,326514,407642,204276
852,16635100000000.0,78704,421413,358750,360031,295196,239500
853,3424630000000.0,78704,479170,439471,393778,334760,291026
854,16635100000000.0,78704,483277,417641,418649,337957,282262
855,29914848453.0,78704,510390,378526,391086,316664,256708
856,2285400000000.0,78704,415000,380000,364015,299921,244187
857,15855400000000.0,78704,381771,371993,363778,308085,276326
858,16635100000000.0,78704,519502,448355,422366,319809,274520
859,16635600000000.0,78704,409320,353757,338630,301087,206385
860,4166960000000.0,78704,439816,376742,340857,314727,263655
861,14254300000000.0,78704,551000,503626,473317,432534,304219
862,16490300000000.0,78704,394032,345661,334447,292613,196329
863,16635600000000.0,78704,538432,452417,388102,493276,296871
864,4775720000000.0,78704,397637,337030,330191,236641,225975
865,16635600000000.0,78704,642314,540342,479979,554900,386615
866,16545600000000.0,78704,383814,357188,350202,303129,218234
867,16490300000000.0,78704,380975,331329,318603,281358,254684
868,15352400000000.0,78704,378776,324571,308749,286609,197487
869,16490300000000.0,78704,439233,395279,377494,323193,215735
870,16635100000000.0,78704,368081,346824,324290,282501,234328
871,733549000000.0,78704,369028,310524,280136,259160,174437
872,482533000000.0,78704,416877,362052,347807,307606,208725
873,16635100000000.0,78704,391858,384818,364888,337816,213730
874,1296920000000.0,78704,409330,344781,317308,289349,226833
875,16546500000000.0,78704,450354,393736,387598,330370,295004
876,16635600000000.0,78704,393374,340596,326471,299198,255309
877,16635600000000.0,78704,382957,319240,321010,283067,209179
878,4174800000000.0,78704,376280,326175,312912,277315,202530
879,16490300000000.0,78704,381130,331499,318792,281491,190056
880,14505800000000.0,78704,730090,719653,190001,273720,187195
881,3566010000000.0,78704,377592,345913,339877,281262,238199
882,5082220000000.0,78704,602932,486071,452211,419773,234042
883,16545600000000.0,78704,402051,354464,344183,299529,220394
884,16635600000000.0,78704,430280,317972,314748,287271,221701
885,1159040000000.0,78704,517857,481584,375650,323471,299952
886,16635100000000.0,78704,399751,338962,328956,273713,225750
887,15841000000000.0,78704,292500,308054,280717,252030,186381
888,5094010000000.0,78704,422148,385913,340242,294893,233597
889,15833200000000.0,78704,390400,351037,321529,270159,220203
890,16635600000000.0,78704,371448,351154,351300,305422,276448
891,16635600000000.0,78704,475830,442965,376752,335781,269000
892,3454260000000.0,78704,426103,380866,370107,294616,213750
893,3418120000000.0,78704,371158,334000,310649,314996,198272
894,4778830000000.0,78704,366244,315158,300728,268659,184350
895,16635600000000.0,78704,266554,218759,196001,186009,184501
896,16603400000000.0,78704,368532,318068,277247,249146,251855
897,16603400000000.0,78704,376658,326590,313368,277638,189578
898,1159040000000.0,78704,412991,366473,354479,306843,211184
899,16722800000000.0,78704,688672,582876,499934,504516,374517
900,16635600000000.0,78704,378827,315941,308247,320255,269474
901,5086350000000.0,78704,448148,396378,384061,333361,209477
902,4158630000000.0,78704,1907042,1572155,1451929,1361589,1150487
903,16635600000000.0,78704,367357,316381,304794,271548,248313
904,16546500000000.0,78704,452740,401419,388080,336215,286978
905,4783470000000.0,78704,435251,404618,375000,390000,240425
906,16635600000000.0,78704,419392,373499,365226,314478,225964
907,4173550000000.0,78704,416185,446067,406617,472698,261524
908,3419040000000.0,78704,373294,340271,334720,281801,245888
909,16603400000000.0,78704,369477,318707,304648,271444,185588
910,4783000000000.0,78704,386197,346975,314357,311000,226830
911,16603400000000.0,78704,318000,295656,277000,234781,258164
912,16546500000000.0,78704,407177,351404,336028,299238,204015
913,15018900000000.0,78704,370646,319991,306071,272455,199777
914,16635600000000.0,78704,392471,339605,325369,298415,204227
915,3457050000000.0,78704,374534,349103,309000,292186,224928
916,15018900000000.0,78704,344920,341101,308130,298971,252790
917,16722800000000.0,78704,378112,328187,315130,278890,192475
918,16546500000000.0,78704,458065,415951,393862,306228,255584
919,3593940000000.0,78704,480807,411580,375000,429945,248765
920,15357600000000.0,78704,436000,451795,421054,368155,203391
921,4174260000000.0,78704,449774,394709,370000,362731,202134
922,20891200000000.0,78704,524965,528993,402000,383458,56000
923,16603400000000.0,78704,718923,707000,378774,245747,135059
924,14254300000000.0,78704,493401,288302,422811,355385,226346
925,14254300000000.0,78704,368092,317187,302973,270254,246066
926,5069170000000.0,78704,702395,287110,319546,282027,190139
927,5328070000000.0,78704,387663,338671,326719,287123,259351
928,16635600000000.0,78704,424161,370047,356643,313883,215319
929,5328070000000.0,78704,381448,331848,319176,281764,191601
930,452541000000.0,78704,390058,341299,329627,289189,254440
931,15018900000000.0,78704,370810,320170,307559,273512,200329
932,5328070000000.0,78704,470182,420565,408869,330960,188211
933,16546500000000.0,78704,420141,365635,351762,310416,249896
934,2789620000000.0,78704,449682,406749,401984,340589,218720
935,16635600000000.0,78704,342829,289456,274304,249888,200452
936,16546500000000.0,78704,363848,312528,297820,266593,195188
937,1159050000000.0,78704,363836,312515,297803,266582,244551
938,5328070000000.0,78704,332905,306402,284829,248590,187974
939,5328070000000.0,78704,393390,344956,333670,292060,196302
940,3448620000000.0,78704,475185,434744,412925,348362,317613
941,15018900000000.0,78704,384829,335559,320911,282997,258070
942,5328070000000.0,78704,367234,316245,301928,241012,219198
943,16722800000000.0,78704,390139,341389,329728,289260,195387
944,16635600000000.0,78704,299000,254902,237232,223553,153498
945,16545600000000.0,78704,410787,346877,331026,295685,251931
946,16546500000000.0,78704,377589,323269,307313,285588,263098
947,3425510000000.0,78704,434402,383100,330048,280899,206371
948,16490300000000.0,78704,702395,354050,338818,307969,193764
949,14864900000000.0,78704,756931,215000,315029,278819,189280
950,16546500000000.0,78704,366860,315835,301478,221692,160109
951,3459120000000.0,78704,389547,316716,307190,273803,225434
952,16490300000000.0,78704,524090,491570,457998,382520,184031
953,14254300000000.0,78704,366580,323820,277070,219773,188316
954,16546500000000.0,78704,363693,312358,297633,266461,195556
955,4447840000000.0,78704,774500,813749,199500,209000,192500
956,16635600000000.0,78704,328000,294408,279917,253876,218346
957,1627800000000.0,78704,349505,304249,340787,297116,197976
958,2789620000000.0,78704,415036,408836,365707,329016,213393
959,5328070000000.0,78704,725614,765193,349689,303441,272061
960,5328070000000.0,78704,333980,298253,280048,277703,190396
961,5328070000000.0,78704,387715,333722,308101,283305,185857
962,16635600000000.0,78704,344566,328685,289742,279851,226329
963,16635600000000.0,78704,457186,345000,440027,522453,318828
964,3416420000000.0,78704,356901,322622,307843,261882,197566
965,16635600000000.0,78704,377719,327755,316039,279536,255305
966,4455250000000.0,78704,418056,372033,363603,313325,286321
967,2997920000000.0,78704,434226,320625,313923,269778,270930
968,51244848453.0,78704,366919,343481,338681,301123,205019
969,2496630000000.0,78704,449092,433393,381162,351794,352546
970,16722800000000.0,78704,288750,225750,328568,300688,190561
971,3547470000000.0,78704,376021,325891,312592,277087,251039
972,16545600000000.0,78704,360381,320100,333318,343891,197274
973,2789630000000.0,78704,474896,470000,413000,413000,217563
974,16635600000000.0,78704,410819,364089,358818,309925,225587
975,15086600000000.0,78704,496150,417603,378217,340231,232469
976,2986550000000.0,78704,384752,335475,323189,284615,257551
977,4459600000000.0,78704,1143224,977286,940688,336396,242295
978,16603400000000.0,78704,275002,215002,319897,282277,190190
979,16520100000000.0,78704,338022,313744,298168,267051,228779
980,14846300000000.0,78704,466009,425113,344726,304923,202358
981,16520100000000.0,78704,371997,313608,289145,246192,209342
982,15018900000000.0,78704,391566,342523,330365,289713,209919
983,16635600000000.0,78704,424812,379449,371801,319149,211432
984,15102600000000.0,78704,369564,318803,304756,271520,199167
985,16520100000000.0,78704,377906,319006,297621,252051,214173
986,5081570000000.0,78704,432323,383350,370629,330567,226905
987,4457510000000.0,78704,387930,328163,311996,261988,220528
