,propid,zip,appraisal_2017,appraisal_2016,appraisal_2015,appraisal_2014,appraisal_2013
988,16635600000000.0,78704,411121,349349,345268,284989,235329
989,16635600000000.0,78704,328300,300000,267000,246888,196833
990,16630028148453.0,78731,845281,746975,466068,402000,322046
991,482595048453.0,78731,725303,665278,615333,567866,468310
992,16630028348453.0,78731,416900,422836,404307,359369,318205
993,16630027348453.0,78731,435982,410866,398708,387523,311045
994,16630027448453.0,78731,742171,681034,554763,545605,542918
995,3554234548453.0,78731,403701,444885,427276,389641,335043
996,15269325948453.0,78731,943675,397420,407024,372104,288449
997,4450916648453.0,78731,463500,451837,436866,408252,386012
998,16630027248453.0,78731,495178,463224,454853,445703,377241
999,997131948453.0,78731,491070,504486,445550,433765,369890
1000,16630027148453.0,78731,631736,588826,545919,481650,426416
1001,16630028448453.0,78731,529804,493650,468226,444835,363339
1002,16630028048453.0,78731,394150,401980,355738,392265,304566
1003,2774335848453.0,78731,535848,498984,470254,446507,344733
1004,16630028248453.0,78731,687209,642607,586712,542575,501521
1005,3392124348453.0,78731,821942,754891,647376,595331,605555
1006,3555239548453.0,78731,672500,524953,436471,385700,276599
1007,16630028548453.0,78731,613454,582879,510122,509596,467111
1008,3408278848453.0,78731,900700,756135,761057,690069,595000
1009,4162598148453.0,78731,542229,547520,480172,444564,383596
1010,4162617848453.0,78731,494985,462928,442425,423564,311583
1011,3408244848453.0,78731,722000,643811,574312,552981,540517
1012,16702729148453.0,78731,677904,500182,511990,420853,366054
1013,16630154648453.0,78731,488864,470184,429708,413080,343275
1014,16630154748453.0,78731,480291,449962,431540,414591,346497
1015,16630154848453.0,78731,418201,442413,391625,355720,309968
1016,3554212748453.0,78731,585176,581434,435000,421178,353133
1017,16630027948453.0,78731,436065,508322,477959,452859,394875
1018,2922072748453.0,78731,476402,446532,428658,392608,321421
1019,16630030048453.0,78731,483830,455404,431127,473327,372631
1020,3447422548453.0,78731,460419,430727,411898,394574,349375
1021,4165659448453.0,78731,407801,372912,316995,289297,351390
1022,15230446548453.0,78731,371354,347298,330297,316418,172013
1023,482594848453.0,78731,631328,583231,524689,493247,483027
1024,3559490048453.0,78731,570546,563718,484521,510578,485895
1025,16702730148453.0,78731,856800,864587,724356,342000,316693
1026,14702476548453.0,78731,605813,657733,504719,392398,374272
1027,16630027848453.0,78731,412791,422014,383457,362751,312852
1028,14366317448453.0,78731,501600,517119,478410,468214,409829
1029,3555264148453.0,78731,441886,453783,405000,400880,337493
1030,16630154948453.0,78731,702677,649762,566680,528149,301758
1031,3569205848453.0,78731,690087,641756,536478,531514,499970
1032,14417532048453.0,78731,635753,542313,501081,483685,393172
1033,16630030148453.0,78731,529835,489883,454240,456709,367774
1034,484770848453.0,78731,815635,741074,650206,616973,643835
1035,5073705348453.0,78731,440222,472850,442708,414975,349465
1036,3392156348453.0,78731,639435,590384,525236,493639,462165
1037,14468284748453.0,78731,460175,433558,404540,389641,277754
1038,994365048453.0,78731,718614,643270,527021,492689,473651
1039,15059306248453.0,78731,469462,440408,423514,407973,316815
1040,482594948453.0,78731,1023174,971834,870759,801882,855272
1041,3554709148453.0,78731,579847,508000,468616,505949,471975
1042,16630029248453.0,78731,602265,572341,512024,519998,518496
1043,16630029348453.0,78731,489360,465243,414377,425169,327290
1044,3494065348453.0,78731,401855,386239,361643,380478,287175
1045,2988648448453.0,78731,428700,433089,400970,399000,294496
1046,3572181248453.0,78731,559988,520022,489835,444673,359473
1047,484769748453.0,78731,496256,460319,400262,438637,350386
1048,4157293248453.0,78731,503396,470349,448660,428704,366314
1049,997131048453.0,78731,704305,679879,598565,556106,320967
1050,16630154448453.0,78731,541430,503908,474317,449857,367017
1051,16630154348453.0,78731,438638,413210,391920,417120,339881
1052,3407593648453.0,78731,473400,477897,410000,437796,401879
1053,3448313248453.0,78731,546802,561551,548852,502751,406503
1054,16630154548453.0,78731,747656,725678,643736,595412,552861
1055,793004748453.0,78731,658400,637084,548501,514394,468191
1056,3450662448453.0,78731,674614,622109,552187,520000,517221
1057,3581971048453.0,78731,532001,515040,485277,361967,304509
1058,3555282548453.0,78731,644288,525200,423428,458000,380042
1059,16702729248453.0,78731,413746,411091,380266,360000,283195
1060,16630155648453.0,78731,511570,490679,468224,444000,379293
1061,16630155448453.0,78731,506877,507440,432342,473746,493894
1062,4171774648453.0,78731,568598,530000,495914,453211,349829
1063,3560661148453.0,78731,728070,659783,612218,465108,416673
1064,3560140548453.0,78731,788957,749073,676060,637260,570171
1065,482594748453.0,78731,596160,557435,532526,509609,482856
1066,2774335948453.0,78731,480575,471161,365197,386490,305222
1067,14648052948453.0,78731,587468,535000,495563,467372,379956
1068,16630155348453.0,78731,633766,580114,534422,450000,401621
1069,16630028848453.0,78731,490000,482424,440510,405000,339100
1070,5089871348453.0,78731,496420,474086,419261,438178,377598
1071,15059741448453.0,78731,502368,522519,493071,476596,462715
1072,16702729348453.0,78731,469979,440863,423898,408290,330954
1073,16630028748453.0,78731,436900,405874,368122,339617,313872
1074,997130948453.0,78731,631492,708145,596289,551076,504513
1075,4451866448453.0,78731,756464,702501,605680,560814,559614
1076,16702729448453.0,78731,467425,435992,365213,382195,302321
1077,1298107348453.0,78731,590224,593210,553844,488435,408061
1078,16702729548453.0,78731,493930,461997,441644,422921,301411
1079,16702729048453.0,78731,478280,449367,404523,418568,327332
1080,3582492248453.0,78731,412165,468741,409349,460594,415921
1081,16630155748453.0,78731,910594,829642,676040,616163,619361
1082,3411230148453.0,78731,798527,730759,629801,580837,515259
1083,4463920048453.0,78731,502969,472590,455912,346251,342991
1084,2774336048453.0,78731,510209,476361,453710,432867,336947
1085,16630028948453.0,78731,505293,457573,400000,401375,338915
1086,16510485348453.0,78731,396494,393541,396219,366355,389430
1087,16510485448453.0,78731,536478,499540,473172,448913,345642
1088,16510485548453.0,78731,428417,411975,411391,389581,310746
1089,3394404348453.0,78731,954713,874564,683318,669531,644308
1090,16510485748453.0,78731,839828,776308,679467,631046,614396
1091,16630155248453.0,78731,516016,468447,454745,455952,384769
1092,3559436748453.0,78731,812230,826373,696298,635905,350131
1093,484770048453.0,78731,869800,798637,676052,619165,536678
1094,997131248453.0,78731,459895,430265,412599,395152,309702
1095,5075681448453.0,78731,869746,849888,690000,667526,702781
1096,16702728848453.0,78731,577232,551728,540485,522089,411918
1097,16702728748453.0,78731,590477,629497,502631,546554,473270
1098,3451357248453.0,78731,756559,730318,634539,583088,353638
1099,3560111248453.0,78731,462607,434491,385095,374737,322192
1100,2774336648453.0,78731,1269689,1159535,776522,490664,496261
1101,16702728248453.0,78731,530813,506546,454000,481978,380077
1102,1511644048453.0,78731,528486,527631,496084,523848,418425
1103,4455618948453.0,78731,485612,468151,422627,415474,354272
1104,16702730748453.0,78731,572107,530977,496645,468264,372127
1105,16630029548453.0,78731,576001,534413,499480,470602,412724
1106,16630155048453.0,78731,569077,558677,445000,442107,353106
1107,16630029448453.0,78731,478963,456808,426414,410425,360449
1108,484770248453.0,78731,596465,552865,446285,420383,354804
1109,4767920248453.0,78731,562992,528169,507949,489347,448403
1110,16510486848453.0,78731,682954,631401,585343,547271,476762
1111,16702730848453.0,78731,735286,687421,609723,575419,537435
1112,3451357748453.0,78731,173159,138210,121430,306992,198469
1113,16702730248453.0,78731,821917,783482,705954,648690,429306
1114,16630030848453.0,78731,488100,490983,460523,450558,375444
1115,3559509648453.0,78731,541300,502306,384025,392404,335953
1116,16630030948453.0,78731,459240,459561,413757,408913,342814
1117,3558469148453.0,78731,603019,563487,490087,515040,515475
1118,4779124648453.0,78731,857973,782950,642809,587132,653207
1119,997131448453.0,78731,984876,897412,729880,467562,405307
1120,16702730948453.0,78731,549447,510982,480155,454669,355484
1121,3451049148453.0,78731,477000,473880,448736,440809,392365
1122,16633658448453.0,78731,478971,448798,430562,413784,335594
1123,16510486348453.0,78731,522580,489894,470442,348210,419886
1124,16702731048453.0,78731,541140,503653,498461,475644,402832
1125,997130848453.0,78731,765774,706005,608025,562578,487970
1126,16510486448453.0,78731,492843,460777,440085,421047,380196
1127,14682229048453.0,78731,358183,378121,347392,350396,324493
1128,4463881348453.0,78731,641782,592193,550438,512025,490918
1129,16510486248453.0,78731,463943,450064,395000,420257,402578
1130,5157348948453.0,78731,367412,400627,380717,362397,328929
1131,3451319648453.0,78731,720000,849802,688901,619631,737369
1132,3546794648453.0,78731,518738,504364,482592,432105,366090
1133,2774336148453.0,78731,360584,369060,379662,404426,338252
1134,16702728648453.0,78731,622267,567383,491018,445980,426007
1135,16702728548453.0,78731,342000,303857,272214,246134,215096
1136,16633658348453.0,78731,691304,636151,554171,400648,393061
1137,16633658248453.0,78731,497274,464947,444124,424965,336764
1138,484770148453.0,78731,564900,576506,512367,426267,367111
1139,4768824348453.0,78731,565750,553340,476796,436611,474880
1140,16510485248453.0,78731,511111,477157,454376,433417,345830
1141,3555248348453.0,78731,761986,699639,591439,372636,291106
1142,16702728448453.0,78731,653717,586818,564065,475000,430817
1143,3432249548453.0,78731,526584,490810,442179,442869,357577
1144,16510486648453.0,78731,593978,552892,523341,496155,396264
1145,16702730448453.0,78731,464650,436162,419951,405036,324944
1146,16633657748453.0,78731,535379,501187,479922,460359,366146
1147,15065625948453.0,78731,586312,543510,487322,461877,404558
1148,16702730648453.0,78731,383124,422415,378042,361281,328816
1149,16702731248453.0,78731,474328,444701,427121,410947,321321
1150,4768858548453.0,78731,424784,421920,410000,405500,310700
1151,4163486948453.0,78731,553575,544371,504000,518723,461838
1152,16702730348453.0,78731,561338,521475,478694,453465,353821
1153,3451736648453.0,78731,427357,393865,373803,347874,271461
1154,5456896248453.0,78731,595271,577301,505553,497445,360746
1155,16702728348453.0,78731,665635,607481,498943,456631,530235
1156,2774336548453.0,78731,574607,519187,429315,426730,328281
1157,16630155948453.0,78731,575732,550357,475874,469726,395897
1158,4466708348453.0,78731,448800,418801,400000,386060,374218
1159,14161877148453.0,78731,491430,476348,419779,438247,347960
1160,16633657648453.0,78731,379786,488322,470495,446705,383052
1161,484770548453.0,78731,582262,587457,536544,508436,436922
1162,16633657548453.0,78731,539760,526408,506497,506535,396075
1163,16633657848453.0,78731,556411,564586,432450,436496,412739
1164,16529349448453.0,78731,534722,507762,480076,454605,389367
1165,16633657448453.0,78731,500674,467948,446642,427041,364710
1166,16630156048453.0,78731,547623,511991,488995,467839,427137
1167,2774336448453.0,78731,445200,430018,398723,436399,367870
1168,3560131148453.0,78731,557121,520371,496034,473642,351960
1169,484770348453.0,78731,493011,480477,458774,447237,414280
1170,16630156148453.0,78731,531729,539311,496086,475033,411583
1171,16702731548453.0,78731,460680,474844,448465,437975,405984
1172,4772454048453.0,78731,436700,443530,414085,380396,339774
1173,16510486548453.0,78731,550726,524509,487282,481967,470443
1174,14039136948453.0,78731,587445,590379,546366,487500,418339
1175,3454341948453.0,78731,438500,508849,478393,441599,375932
1176,14691874848453.0,78731,501863,447706,434613,365838,337068
1177,16702731448453.0,78731,501347,471159,454707,439572,307100
1178,16510486748453.0,78731,509826,476023,453424,426123,330422
1179,3454330848453.0,78731,472900,482887,476636,451769,394317
1180,5094657748453.0,78731,475000,476050,440000,437240,403131
1181,484770648453.0,78731,788841,731133,625728,576850,656848
1182,4466682648453.0,78731,478742,448596,430393,413645,361362
1183,16510486148453.0,78731,493594,461700,441394,422714,357528
1184,2774336948453.0,78731,548733,510352,479632,454238,394361
1185,5094641148453.0,78731,476900,461518,432450,454956,358339
1186,16529349348453.0,78731,464624,440037,420563,411422,323872
1187,16630156248453.0,78731,432571,444283,409987,409312,313164
1188,2778186248453.0,78731,528753,492723,467446,444192,382182
1189,16702731748453.0,78731,554102,517707,510504,485572,412054
1190,5456888048453.0,78731,500000,499554,443032,424064,362292
1191,16702731648453.0,78731,455915,424720,386060,411666,347156
1192,4773339248453.0,78731,513178,478980,455908,434680,393375
1193,16633657948453.0,78731,471943,442597,425353,404524,351069
1194,4771569548453.0,78731,555516,393916,429070,412554,298048
1195,484130348453.0,78731,743893,647141,453097,436667,361715
1196,4173374648453.0,78731,424800,412836,392661,382785,369824
1197,484770748453.0,78731,811172,725355,688450,633143,710604
1198,16633658148453.0,78731,527963,494644,474429,455831,363283
1199,16702731348453.0,78731,577827,460195,511375,486290,319500
1200,4455533948453.0,78731,504121,461171,425750,413558,353215
1201,3550100948453.0,78731,517455,482755,459079,437294,374020
1202,16633657348453.0,78731,419100,417165,362569,335000,318687
1203,16633657248453.0,78731,430800,420365,383726,403363,342165
1204,16633657148453.0,78731,736547,679590,597533,555099,495214
1205,997131348453.0,78731,451000,444918,416000,374706,366786
1206,4773329448453.0,78731,499463,466879,445746,426302,392578
1207,16633657048453.0,78731,519382,557944,511000,484681,418466
1208,16633656948453.0,78731,524118,491251,471580,447816,330641
1209,3560131248453.0,78731,561534,523984,479329,453989,392208
1210,16630156948453.0,78731,521717,486515,462232,439894,402510
1211,4492102248453.0,78731,548917,509207,467000,449191,392413
1212,3412039548453.0,78731,851238,727500,426963,448755,373367
1213,4770308748453.0,78731,1290453,1363655,1248123,1060986,432000
1214,16633658048453.0,78731,450000,465851,440815,360925,366517
1215,4160841948453.0,78731,522245,528020,516983,490914,398435
1216,5050027048453.0,78731,569252,549272,476002,481278,418850
1217,16630156848453.0,78731,789936,537565,417045,402640,338208
1218,997132048453.0,78731,626152,559321,532467,500676,397369
1219,2998707148453.0,78731,895847,857981,719891,659365,729945
1220,484769948453.0,78731,397627,389353,371573,388397,289644
1221,16720908548453.0,78731,841671,841136,829735,853926,764322
1222,16529349248453.0,78731,543608,508448,486021,465388,367161
1223,16720908448453.0,78731,992701,996391,919310,973891,902153
1224,16529349148453.0,78731,510475,476595,453903,433027,387091
1225,16529349048453.0,78731,484242,450832,420060,399244,350122
1226,16529348948453.0,78731,485094,464746,490732,470000,409725
1227,4785951248453.0,78731,552031,515880,490063,468720,395834
1228,16529348848453.0,78731,436200,462511,512058,478775,450168
1229,5081906048453.0,78731,581871,626122,503414,452466,483332
1230,16547363148453.0,78731,3323093,3323093,2619625,3346369,299039
1231,3383100848453.0,78731,935600,887923,799695,795316,745061
1232,16601446748453.0,78731,521478,486304,462056,432765,342975
1233,16630156348453.0,78731,515866,481353,441512,387399,349977
1234,844983748453.0,78731,612487,585000,558023,526505,403977
1235,3445335248453.0,78731,743100,693959,612054,607948,614588
1236,16720909048453.0,78731,1808275,1871860,1699200,1429702,1308605
1237,4785904248453.0,78731,489200,491218,506252,476185,377868
1238,3445892148453.0,78731,783508,828389,698114,641012,704459
1239,16630156648453.0,78731,720603,661741,586017,541357,455916
1240,16529348748453.0,78731,785332,721734,625576,491632,497014
1241,16529349848453.0,78731,571183,540774,485250,505033,447751
1242,4162561848453.0,78731,599596,477263,432091,415033,379738
1243,4162534148453.0,78731,530909,497243,476613,457631,318000
1244,16702739048453.0,78731,507424,476522,459211,443285,347074
1245,4454821348453.0,78731,479000,491028,505045,481072,383415
1246,4188492548453.0,78731,660000,653230,584844,583637,550752
1247,16702738948453.0,78731,655638,644129,544249,540318,541211
1248,2774337148453.0,78731,1584404,1853197,1736927,1801342,1350000
1249,14417743148453.0,78731,597122,553048,503026,473525,343572
1250,16601446848453.0,78731,513949,479661,456480,435152,376012
1251,16601446948453.0,78731,553107,555486,514533,455451,344232
1252,2774336748453.0,78731,566658,526169,463956,441315,407173
1253,16630156448453.0,78731,516019,481488,455825,434612,369137
1254,16630156548453.0,78731,523551,490751,473648,409212,365385
1255,2774336848453.0,78731,787088,723284,613111,570164,527309
1256,3407593748453.0,78731,636282,601688,544843,496766,502538
1257,16720909148453.0,78731,1341207,1266862,1258110,1130155,1157325
1258,16720909248453.0,78731,1397768,1443805,1336229,1067852,987422
1259,16720908848453.0,78731,1017620,1023632,964676,1001132,790748
1260,16720909348453.0,78731,1069393,843352,553003,616019,650268
1261,3562153848453.0,78731,1765392,1843818,1741344,1888499,1558826
1262,3562828148453.0,78731,2451523,2803800,2488000,2336740,1782870
1263,1046875648453.0,78731,1423333,1486766,1422210,1433486,1292522
1264,1399273548453.0,78731,1410480,1377475,1279032,1416248,1258686
1265,16547363248453.0,78731,1469676,1495975,1451911,1400678,1113162
1266,2774337348453.0,78731,1325101,1281274,1240744,1205878,1137404
1267,16601447748453.0,78731,2023293,1972789,1752170,2471708,1025345
1268,16720908348453.0,78731,2045949,2068324,1993628,2347150,1844290
1269,16720908248453.0,78731,981498,1142677,1075734,791936,784175
1270,14328156948453.0,78731,1442458,1427260,1445631,1251221,1453942
1271,3407655348453.0,78731,543260,505262,474846,449705,331159
1272,484769848453.0,78731,859000,800301,682170,665196,725072
1273,4160842048453.0,78731,720995,700206,580000,558940,555000
1274,16505557748453.0,78731,702439,706629,666297,661629,626329
1275,3558957048453.0,78731,834200,725094,638073,637865,649700
1276,1046875948453.0,78731,2556981,2573167,2365643,2500297,3629328
1277,16720907748453.0,78731,721386,672963,603260,586363,580211
1278,16505558048453.0,78731,809299,813375,760144,903375,785036
1279,16720907848453.0,78731,772777,777479,733938,687479,662324
1280,16720908948453.0,78731,846696,798428,750000,776927,673918
1281,3404532648453.0,78731,1468063,1554930,1548262,1574800,1344714
1282,16720908148453.0,78731,1228508,1238011,1161802,1160000,1154705
1283,16720913348453.0,78731,1065763,1070929,999014,1048429,1178384
1284,16720907948453.0,78731,748250,752458,707182,662458,685723
1285,2774337248453.0,78731,756933,720000,640000,697500,720000
1286,16720907548453.0,78731,890000,877813,745144,759583,715903
1287,16720908048453.0,78731,797904,803386,742967,726886,638344
1288,3422778848453.0,78731,1320199,1162728,1172537,905000,1000000
1289,16601447648453.0,78731,1731160,1762603,1584227,1386327,1274992
1290,4451561448453.0,78731,864396,870950,833887,762886,735200
1291,16720907448453.0,78731,1680569,540000,686922,655649,623129
1292,16601448148453.0,78731,943000,956373,963314,860951,861465
1293,16630157648453.0,78731,1036500,1050000,1576192,1473475,1245000
1294,5063764848453.0,78731,663905,766843,754714,672611,552190
1295,14808209448453.0,78731,824912,829758,781722,694758,652776
1296,16720911948453.0,78731,1016526,1046811,1016683,747463,1153292
1297,5063818648453.0,78731,2126053,2229380,1999216,2000000,1764022
1298,16720912048453.0,78731,708000,680692,671021,690650,621913
1299,16720912148453.0,78731,942030,946516,882215,924016,832582
1300,4769341348453.0,78731,1210423,1351808,1485616,1454511,1283000
1301,14217107448453.0,78731,765000,818928,855964,895081,775000
1302,16601447948453.0,78731,1423148,1459622,1317706,975891,1155176
1303,4162679748453.0,78731,1235256,1286405,1206145,1202173,1132294
1304,4459840248453.0,78731,1022859,1029106,1022236,703000,705000
1305,14315751848453.0,78731,945663,986492,946000,844500,808633
1306,3562849448453.0,78731,3344000,3722545,3622545,5213941,3146849
1307,16720909448453.0,78731,1078554,1086706,1040240,1109206,909734
1308,16720907348453.0,78731,784991,789171,711033,699171,670100
1309,22715493748453.0,78731,752000,872314,810989,894814,731869
1310,4769324848453.0,78731,930843,937829,897283,802829,746378
1311,16601447448453.0,78731,2713821,1936136,1593035,1130016,1125000
1312,5069183148453.0,78731,817685,827058,794399,756833,857296
1313,3570362048453.0,78731,1275761,950264,894342,972764,768932
1314,4459919648453.0,78731,1106362,1160970,1099518,1072341,1039577
1315,16720912648453.0,78731,1234078,1192881,1197870,1110070,1150000
1316,3441727048453.0,78731,1224025,1490842,1471761,1397175,1154050
1317,16720912548453.0,78731,919000,988250,926000,852000,856678
1318,16720912448453.0,78731,1210109,1216373,1138300,1143480,929795
1319,16720912348453.0,78731,975228,981930,933885,833430,834440
1320,16720911848453.0,78731,954543,960922,911270,812487,807265
1321,4772825048453.0,78731,950889,958208,940176,880709,886994
1322,4774704848453.0,78731,839051,927172,877768,747172,716737
1323,16601448048453.0,78731,952202,958438,908766,809938,810868
1324,16601447548453.0,78731,1971657,1924369,1843538,1356305,1355620
1325,3571567348453.0,78731,1615939,1688949,1488560,1280238,1212324
1326,16505557848453.0,78731,2262769,2260642,1887963,2056463,1738732
1327,3565311648453.0,78731,2297414,2164830,2164439,1627390,1595563
1328,16505557648453.0,78731,1165470,1291618,1243723,983590,869037
1329,16505557948453.0,78731,948549,953167,889327,930667,804191
1330,16720913448453.0,78731,823000,891673,834116,812156,855280
1331,16720912248453.0,78731,684205,800471,760395,749995,785551
1332,3571568948453.0,78731,946003,951477,895639,973977,825498
1333,16720911448453.0,78731,944601,808228,685141,733858,678818
1334,3403621248453.0,78731,1321902,1281757,1264776,1218795,1296800
1335,4777404348453.0,78731,681563,751655,681502,656563,731213
1336,3571539348453.0,78731,1443194,1494990,1315673,1080604,785435
1337,3563487648453.0,78731,1166872,1210888,1103577,836945,1000281
1338,3572171348453.0,78731,723000,785876,749336,669252,736458
1339,16720912848453.0,78731,905828,911400,860903,866400,734476
1340,16720912948453.0,78731,515880,516884,468597,383684,391130
1341,2737004148453.0,78731,1385826,1433968,1262365,1045642,1150429
1342,16720911348453.0,78731,850000,843210,810000,831256,705823
1343,4451579548453.0,78731,1137890,882843,834747,744346,729474
1344,16720911548453.0,78731,805350,739616,662023,662564,736154
1345,2774343348453.0,78731,1004234,1030937,931223,719698,806958
1346,3403032248453.0,78731,696939,738648,759111,663559,728509
1347,5092255048453.0,78731,990089,981467,1008328,944251,974694
1348,4167551048453.0,78731,1199014,1115551,1123879,915540,860742
1349,16720911748453.0,78731,765590,779869,705761,671866,624425
1350,4768447548453.0,78731,686196,629764,665917,616159,526945
1351,2774343148453.0,78731,1610612,1756189,1611966,1471739,1821670
1352,16720912748453.0,78731,1072847,1080885,1034015,1103385,1015000
1353,5069196648453.0,78731,1389909,1397533,1311719,1431283,1017733
1354,16505557548453.0,78731,815267,816644,767646,777000,639434
1355,77161348453.0,78731,452711,374433,362205,339992,327289
1356,3450657348453.0,78731,1396963,1361176,1347436,1253000,1227166
1357,16720913248453.0,78731,1287197,1099933,1030027,975104,873300
1358,82670648453.0,78731,370414,353304,342937,331823,305045
1359,15107561048453.0,78731,1040372,1046773,996000,1004314,822297
1360,15099780048453.0,78731,966824,972829,918299,882903,788773
1361,16505557448453.0,78731,814844,819488,770739,684488,735664
1362,16720911648453.0,78731,790852,795010,744565,590007,564078
1363,3403575548453.0,78731,1142912,1357439,1225608,980000,885285
1364,16529343548453.0,78731,922977,968454,937752,730748,772407
1365,16720911248453.0,78731,898707,905045,862226,706398,665819
1366,3416410648453.0,78731,2643332,2755922,2350000,3176165,1954457
1367,16601447248453.0,78731,2901690,3133076,2857726,2920821,2128721
1368,16720913148453.0,78731,1071449,1077639,1014308,1010139,845037
1369,82671648453.0,78731,404122,338225,324344,314530,256921
1370,3569206748453.0,78731,997782,1003166,940762,834416,780414
1371,16529342648453.0,78731,1064585,1070183,1002275,1013933,811765
1372,82670748453.0,78731,487613,448602,375896,306192,263581
1373,4772832648453.0,78731,1243882,1258949,1148665,943785,884722
1374,82672048453.0,78731,461728,397146,386268,350627,336203
1375,15306753548453.0,78731,1447931,1446740,1326795,1082595,498826
1376,16601448248453.0,78731,896600,953487,874969,746198,715000
1377,16720911048453.0,78731,995045,1001511,949140,854533,848650
1378,16720911148453.0,78731,1117372,1122946,944275,1048696,872268
1379,82671948453.0,78731,389148,336649,368696,358997,305447
1380,16680124048453.0,78731,318608,300475,286700,279518,232450
1381,82671848453.0,78731,333784,313750,333796,345626,289422
1382,4457307248453.0,78731,1198118,1204596,1129766,1002096,941562
1383,16529343048453.0,78731,1295339,1263864,1262411,1012952,1042465
1384,16529342548453.0,78731,1555750,1586546,1630170,1516613,1872903
1385,82671548453.0,78731,306296,305440,278326,273700,233889
1386,2774343448453.0,78731,1793000,1800000,1692285,1902641,1300000
1387,16601447348453.0,78731,1943000,1930649,1912171,1687934,1494931
1388,3447799948453.0,78731,909175,902477,843205,828431,713196
1389,3451758148453.0,78731,977990,983202,921443,968275,802556
1390,5066584248453.0,78731,1195568,1228725,1110621,897388,896753
1391,4773997948453.0,78731,313109,301914,288284,280992,238796
1392,16529343148453.0,78731,1188119,1269515,1179454,845000,881314
1393,16720913048453.0,78731,898865,833764,791806,860179,716791
1394,3416767048453.0,78731,380612,363703,354007,342118,275000
1395,3389913048453.0,78731,408771,375446,318504,309098,278301
1396,82672148453.0,78731,604680,444019,429478,433928,370073
1397,82672248453.0,78731,671467,642512,500000,494524,434025
1398,82671748453.0,78731,367500,350000,355722,343713,313002
1399,16720910948453.0,78731,1127026,1158684,901903,904743,743815
1400,16680122248453.0,78731,401000,389176,370000,367953,361737
1401,3545330948453.0,78731,665000,617017,616918,620083,612416
1402,3581950548453.0,78731,1819248,1790543,1673405,1499317,1415000
1403,3451023448453.0,78731,1873265,1769667,1781306,1318481,1057948
1404,3582476148453.0,78731,1876808,1919474,1738454,1851194,1556772
1405,16680121448453.0,78731,622698,515010,498201,481054,463868
1406,2774343548453.0,78731,857000,925910,904784,909500,750711
1407,3569839348453.0,78731,848079,748360,673714,685759,689374
1408,3564239148453.0,78731,352145,334674,323072,313346,276839
1409,16529342748453.0,78731,999179,1005365,1003897,1000000,821679
1410,16680123948453.0,78731,307568,289217,274716,268373,225678
1411,4779921948453.0,78731,980286,976143,993710,984841,1066700
1412,4779835548453.0,78731,6000000,6780691,6203007,6203007,4664225
1413,2991477648453.0,78731,2093291,2383186,2256818,2379227,2030024
1414,4765712748453.0,78731,376782,351715,318281,336262,291116
1415,3452170148453.0,78731,831664,894807,847020,853489,754100
1416,14466119948453.0,78731,1497358,1545193,1502893,1220000,819024
1417,16680121548453.0,78731,484765,432704,419583,406165,417165
1418,3571547448453.0,78731,1025537,934610,993612,1008095,1021856
1419,14610614348453.0,78731,1080421,1184004,933533,760000,726792
1420,16602659248453.0,78731,478444,454308,437953,425020,396704
1421,16529342848453.0,78731,820492,794163,778082,691718,665904
1422,1578742448453.0,78731,644229,529276,476026,461181,411968
1423,3568631448453.0,78731,537448,439335,397228,392730,295167
1424,1087580548453.0,78731,386000,443330,376686,378383,394749
1425,4156105248453.0,78731,503063,421225,403804,372632,329034
1426,4173219948453.0,78731,310837,293467,280485,273255,272670
1427,3451764848453.0,78731,1008729,1132370,710000,861613,800000
1428,16630169748453.0,78731,336906,319134,306562,297992,267490
1429,14339930848453.0,78731,554369,509582,425527,411854,364676
1430,2586645448453.0,78731,976315,960985,928708,1004903,918564
1431,4765740148453.0,78731,382474,363793,320770,324578,269860
1432,2586645348453.0,78731,902800,908312,857600,728312,728712
1433,14757859248453.0,78731,320778,302689,289055,281708,240336
1434,82671348453.0,78731,397634,374956,355000,325323,288043
1435,14417694248453.0,78731,1070043,1075297,1003684,1052797,975494
1436,16601447148453.0,78731,3610269,3635468,3400000,3960328,3744630
1437,16528165648453.0,78731,743323,594824,706035,661683,730915
1438,16528165248453.0,78731,1360996,1404690,1272888,1138809,1052562
1439,4165936448453.0,78731,436643,401308,348469,336967,299502
1440,16529343448453.0,78731,1249582,1323875,1208599,1036967,846225
1441,14757859448453.0,78731,318462,283183,331759,284778,262859
1442,16602660048453.0,78731,485514,408148,390127,378929,286309
1443,16680123048453.0,78731,527616,439521,422930,409438,342856
1444,3391914048453.0,78731,374407,351271,305115,296646,249795
1445,1087581448453.0,78731,433000,357722,330736,329469,244511
1446,4165941848453.0,78731,459165,436015,412143,372757,340427
1447,4156123648453.0,78731,382747,359775,345361,337294,287483
1448,3391025248453.0,78731,697219,646738,527083,509482,555619
1449,1087580648453.0,78731,388055,355000,330000,296384,293132
1450,16680122948453.0,78731,370493,360000,328542,326000,294284
1451,14277421948453.0,78731,984172,969587,787035,737832,723913
1452,16528165348453.0,78731,656888,660158,616605,615158,624785
1453,16602659848453.0,78731,360075,336939,317143,308635,258167
1454,16602659948453.0,78731,445822,424706,410204,397787,359061
1455,3545360148453.0,78731,867760,872564,819375,692564,763904
1456,16720910848453.0,78731,749281,714767,657255,628987,691045
1457,14267604748453.0,78731,400300,390572,402524,390459,376116
